"Step","phirho1 - reward","phirho1 - reward__MIN","phirho1 - reward__MAX","rho-8 - reward","rho-8 - reward__MIN","rho-8 - reward__MAX","rhophi8 - reward","rhophi8 - reward__MIN","rhophi8 - reward__MAX","rhophi10 - reward","rhophi10 - reward__MIN","rhophi10 - reward__MAX","phi10 - reward","phi10 - reward__MIN","phi10 - reward__MAX","Threefish-phi1 - reward","Threefish-phi1 - reward__MIN","Threefish-phi1 - reward__MAX","Threefish-phi8 - reward","Threefish-phi8 - reward__MIN","Threefish-phi8 - reward__MAX"
"3522000","","","","","","","-0.33","-0.33","-0.33","","","","-0.58","-0.58","-0.58","","","","","",""
"3524000","","","","","","","-0.19","-0.19","-0.19","","","","0.17","0.17","0.17","","","","","",""
"3526000","","","","","","","0.06","0.06","0.06","","","","0.44","0.44","0.44","","","","","",""
"3528000","","","","","","","-0.5","-0.5","-0.5","","","","-0.25","-0.25","-0.25","","","","","",""
"3530000","","","","","","","-0.58","-0.58","-0.58","","","","0.5","0.5","0.5","","","","","",""
"3532000","","","","","","","-0.69","-0.69","-0.69","","","","0.04","0.04","0.04","","","","","",""
"3534000","","","","","","","-0.43","-0.43","-0.43","","","","-0.38","-0.38","-0.38","","","","","",""
"3536000","","","","","","","0.19","0.19","0.19","","","","-0.08","-0.08","-0.08","","","","","",""
"3538000","","","","","","","-0.2","-0.2","-0.2","","","","0.5","0.5","0.5","","","","","",""
"3540000","","","","","","","-0.61","-0.61","-0.61","","","","-0.33","-0.33","-0.33","","","","","",""
"3542000","","","","","","","-0.94","-0.94","-0.94","","","","0.04","0.04","0.04","","","","","",""
"3544000","","","","","","","-0.44","-0.44","-0.44","","","","-0.38","-0.38","-0.38","","","","","",""
"3546000","","","","","","","-0.65","-0.65","-0.65","","","","-0.25","-0.25","-0.25","","","","","",""
"3548000","","","","","","","-0.21","-0.21","-0.21","","","","0.15","0.15","0.15","","","","","",""
"3550000","","","","","","","-0.36","-0.36","-0.36","","","","-0.31","-0.31","-0.31","","","","","",""
"3552000","","","","","","","-0.2","-0.2","-0.2","","","","-0.38","-0.38","-0.38","","","","","",""
"3554000","","","","","","","-0.1","-0.1","-0.1","","","","0.04","0.04","0.04","","","","","",""
"3556000","","","","","","","-0.61","-0.61","-0.61","","","","-0.3","-0.3","-0.3","","","","","",""
"3558000","","","","","","","0","0","0","","","","-0.67","-0.67","-0.67","","","","","",""
"3560000","","","","","","","-0.25","-0.25","-0.25","","","","-0.7","-0.7","-0.7","","","","","",""
"3562000","","","","","","","-0.42","-0.42","-0.42","","","","-0.5","-0.5","-0.5","","","","","",""
"3564000","","","","","","","-0.4","-0.4","-0.4","","","","-0.28","-0.28","-0.28","","","","","",""
"3566000","","","","","","","0.08","0.08","0.08","","","","-0.29","-0.29","-0.29","","","","","",""
"3568000","","","","","","","-0.06","-0.06","-0.06","","","","0.45","0.45","0.45","","","","","",""
"3570000","","","","","","","0.15","0.15","0.15","","","","0","0","0","","","","","",""
"3572000","","","","","","","-0.38","-0.38","-0.38","","","","0","0","0","","","","","",""
"3574000","","","","","","","-0.64","-0.64","-0.64","","","","-0.3","-0.3","-0.3","","","","","",""
"3576000","","","","","","","-0.5","-0.5","-0.5","","","","-0.32","-0.32","-0.32","","","","","",""
"3578000","","","","","","","-0.5","-0.5","-0.5","","","","0.6","0.6","0.6","","","","","",""
"3580000","","","","","","","-0.67","-0.67","-0.67","","","","0.04","0.04","0.04","","","","","",""
"3582000","","","","","","","-0.9","-0.9","-0.9","","","","0.04","0.04","0.04","","","","","",""
"3584000","","","","","","","-0.45","-0.45","-0.45","","","","0","0","0","","","","","",""
"3586000","","","","","","","-0.85","-0.85","-0.85","","","","0","0","0","","","","","",""
"3588000","","","","","","","-0.54","-0.54","-0.54","","","","-0.11","-0.11","-0.11","","","","","",""
"3590000","","","","","","","-0.25","-0.25","-0.25","","","","-0.04","-0.04","-0.04","","","","","",""
"3592000","","","","","","","-0.6","-0.6","-0.6","","","","0.06","0.06","0.06","","","","","",""
"3594000","","","","","","","0.1","0.1","0.1","","","","-0.2","-0.2","-0.2","","","","","",""
"3596000","","","","","","","-0.29","-0.29","-0.29","","","","-0.08","-0.08","-0.08","","","","","",""
"3598000","","","","","","","-0.68","-0.68","-0.68","","","","0.35","0.35","0.35","","","","","",""
"3600000","","","","","","","-0.38","-0.38","-0.38","","","","0.17","0.17","0.17","","","","","",""
"3602000","","","","","","","-0.35","-0.35","-0.35","","","","-0.57","-0.57","-0.57","","","","","",""
"3604000","","","","","","","-0.68","-0.68","-0.68","","","","0.5","0.5","0.5","","","","","",""
"3606000","","","","","","","-0.38","-0.38","-0.38","","","","0.3","0.3","0.3","","","","","",""
"3608000","","","","","","","-0.29","-0.29","-0.29","","","","0.25","0.25","0.25","","","","","",""
"3610000","","","","","","","-0.68","-0.68","-0.68","","","","0.15","0.15","0.15","","","","","",""
"3612000","","","","","","","-0.43","-0.43","-0.43","","","","-0.64","-0.64","-0.64","","","","","",""
"3614000","","","","","","","-0.67","-0.67","-0.67","","","","-0.89","-0.89","-0.89","","","","","",""
"3616000","","","","","","","-0.71","-0.71","-0.71","","","","0","0","0","","","","","",""
"3618000","","","","","","","-0.31","-0.31","-0.31","","","","-0.17","-0.17","-0.17","","","","","",""
"3620000","","","","","","","-0.21","-0.21","-0.21","","","","0.15","0.15","0.15","","","","","",""
"3622000","","","","","","","-0.66","-0.66","-0.66","","","","0.19","0.19","0.19","","","","","",""
"3624000","","","","","","","-0.29","-0.29","-0.29","","","","-0.44","-0.44","-0.44","","","","","",""
"3626000","","","","","","","-0.36","-0.36","-0.36","","","","-0.46","-0.46","-0.46","","","","","",""
"3628000","","","","","","","-0.79","-0.79","-0.79","","","","0","0","0","","","","","",""
"3630000","","","","","","","-0.46","-0.46","-0.46","","","","0.44","0.44","0.44","","","","","",""
"3632000","","","","","","","-0.67","-0.67","-0.67","","","","-0.16","-0.16","-0.16","","","","","",""
"3634000","","","","","","","-0.61","-0.61","-0.61","","","","-0.5","-0.5","-0.5","","","","","",""
"3636000","","","","","","","-0.38","-0.38","-0.38","","","","-0.07","-0.07","-0.07","","","","","",""
"3638000","","","","","","","-0.69","-0.69","-0.69","","","","-0.08","-0.08","-0.08","","","","","",""
"3640000","","","","","","","-0.25","-0.25","-0.25","","","","-0.25","-0.25","-0.25","","","","","",""
"3642000","","","","","","","-0.38","-0.38","-0.38","","","","-0.14","-0.14","-0.14","","","","","",""
"3644000","","","","","","","-0.14","-0.14","-0.14","","","","0.69","0.69","0.69","","","","","",""
"3646000","","","","","","","-0.5","-0.5","-0.5","","","","-0.43","-0.43","-0.43","","","","","",""
"3648000","","","","","","","-0.47","-0.47","-0.47","","","","-0.68","-0.68","-0.68","","","","","",""
"3650000","","","","","","","-0.39","-0.39","-0.39","","","","-0.08","-0.08","-0.08","","","","","",""
"3652000","","","","","","","-0.57","-0.57","-0.57","","","","-0.29","-0.29","-0.29","","","","","",""
"3654000","","","","","","","-0.39","-0.39","-0.39","","","","-0.5","-0.5","-0.5","","","","","",""
"3656000","","","","","","","-0.92","-0.92","-0.92","","","","-0.21","-0.21","-0.21","","","","","",""
"3658000","","","","","","","-0.42","-0.42","-0.42","","","","-0.17","-0.17","-0.17","","","","","",""
"3660000","","","","","","","-0.96","-0.96","-0.96","","","","-0.04","-0.04","-0.04","","","","","",""
"3662000","","","","","","","-0.75","-0.75","-0.75","","","","-0.4","-0.4","-0.4","","","","","",""
"3664000","","","","","","","-0.38","-0.38","-0.38","","","","-0.25","-0.25","-0.25","","","","","",""
"3666000","","","","","","","-0.19","-0.19","-0.19","","","","-0.12","-0.12","-0.12","","","","","",""
"3668000","","","","","","","-0.45","-0.45","-0.45","","","","-0.22","-0.22","-0.22","","","","","",""
"3670000","","","","","","","-0.57","-0.57","-0.57","","","","0","0","0","","","","","",""
"3672000","","","","","","","-0.15","-0.15","-0.15","","","","0.38","0.38","0.38","","","","","",""
"3674000","","","","","","","-0.2","-0.2","-0.2","","","","-0.35","-0.35","-0.35","","","","","",""
"3676000","","","","","","","-0.58","-0.58","-0.58","","","","0.5","0.5","0.5","","","","","",""
"3678000","","","","","","","-0.43","-0.43","-0.43","","","","-0.33","-0.33","-0.33","","","","","",""
"3680000","","","","","","","-0.36","-0.36","-0.36","","","","-0.38","-0.38","-0.38","","","","","",""
"3682000","","","","","","","-0.65","-0.65","-0.65","","","","0.69","0.69","0.69","","","","","",""
"3684000","","","","","","","0.25","0.25","0.25","","","","0.35","0.35","0.35","","","","","",""
"3686000","","","","","","","-0.39","-0.39","-0.39","","","","0","0","0","","","","","",""
"3688000","","","","","","","-0.47","-0.47","-0.47","","","","-0.17","-0.17","-0.17","","","","","",""
"3690000","","","","","","","-0.35","-0.35","-0.35","","","","0.2","0.2","0.2","","","","","",""
"3692000","","","","","","","-0.58","-0.58","-0.58","","","","0.25","0.25","0.25","","","","","",""
"3694000","","","","","","","0.19","0.19","0.19","","","","-0.57","-0.57","-0.57","","","","","",""
"3696000","","","","","","","-0.75","-0.75","-0.75","","","","0.04","0.04","0.04","","","","","",""
"3698000","","","","","","","-0.33","-0.33","-0.33","","","","-0.33","-0.33","-0.33","","","","","",""
"3700000","","","","","","","-0.35","-0.35","-0.35","","","","-0.53","-0.53","-0.53","","","","","",""
"3702000","","","","","","","-0.45","-0.45","-0.45","","","","-0.22","-0.22","-0.22","","","","","",""
"3704000","","","","","","","-0.58","-0.58","-0.58","","","","0","0","0","","","","","",""
"3706000","","","","","","","-0.61","-0.61","-0.61","","","","0.62","0.62","0.62","","","","","",""
"3708000","","","","","","","-0.4","-0.4","-0.4","","","","0.62","0.62","0.62","","","","","",""
"3710000","","","","","","","-0.5","-0.5","-0.5","","","","-0.17","-0.17","-0.17","","","","","",""
"3712000","","","","","","","0.15","0.15","0.15","","","","0.69","0.69","0.69","","","","","",""
"3714000","","","","","","","-0.75","-0.75","-0.75","","","","0.07","0.07","0.07","","","","","",""
"3716000","","","","","","","-0.46","-0.46","-0.46","","","","-0.41","-0.41","-0.41","","","","","",""
"3718000","","","","","","","-0.15","-0.15","-0.15","","","","-0.12","-0.12","-0.12","","","","","",""
"3720000","","","","","","","-0.66","-0.66","-0.66","","","","-0.55","-0.55","-0.55","","","","","",""
"3722000","","","","","","","-0.32","-0.32","-0.32","","","","0.35","0.35","0.35","","","","","",""
"3724000","","","","","","","-0.14","-0.14","-0.14","","","","0.62","0.62","0.62","","","","","",""
"3726000","","","","","","","-0.15","-0.15","-0.15","","","","0.4","0.4","0.4","","","","","",""
"3728000","","","","","","","-0.88","-0.88","-0.88","","","","0.3","0.3","0.3","","","","","",""
"3730000","","","","","","","0","0","0","","","","0.6","0.6","0.6","","","","","",""
"3732000","","","","","","","-0.88","-0.88","-0.88","","","","-0.2","-0.2","-0.2","","","","","",""
"3734000","","","","","","","-0.44","-0.44","-0.44","","","","0.38","0.38","0.38","","","","","",""
"3736000","","","","","","","-0.75","-0.75","-0.75","","","","0.38","0.38","0.38","","","","","",""
"3738000","","","","","","","-0.75","-0.75","-0.75","","","","-0.57","-0.57","-0.57","","","","","",""
"3740000","","","","","","","0.05","0.05","0.05","","","","0.19","0.19","0.19","","","","","",""
"3742000","","","","","","","0.12","0.12","0.12","","","","-0.12","-0.12","-0.12","","","","","",""
"3744000","","","","","","","0.06","0.06","0.06","","","","0.1","0.1","0.1","","","","","",""
"3746000","","","","","","","-0.6","-0.6","-0.6","","","","0.04","0.04","0.04","","","","","",""
"3748000","","","","","","","-0.41","-0.41","-0.41","","","","0.94","0.94","0.94","","","","","",""
"3750000","","","","","","","-0.4","-0.4","-0.4","","","","-0.05","-0.05","-0.05","","","","","",""
"3752000","","","","","","","-0.2","-0.2","-0.2","","","","-0.07","-0.07","-0.07","","","","","",""
"3754000","","","","","","","-0.43","-0.43","-0.43","","","","0.3","0.3","0.3","","","","","",""
"3756000","","","","","","","-0.77","-0.77","-0.77","","","","0.22","0.22","0.22","","","","","",""
"3758000","","","","","","","-0.05","-0.05","-0.05","","","","-0.21","-0.21","-0.21","","","","","",""
"3760000","","","","","","","-0.5","-0.5","-0.5","","","","-0.25","-0.25","-0.25","","","","","",""
"3762000","","","","","","","-0.12","-0.12","-0.12","","","","-0.08","-0.08","-0.08","","","","","",""
"3764000","","","","","","","-0.81","-0.81","-0.81","","","","0.12","0.12","0.12","","","","","",""
"3766000","","","","","","","-0.38","-0.38","-0.38","","","","0.15","0.15","0.15","","","","","",""
"3768000","","","","","","","-0.17","-0.17","-0.17","","","","0.21","0.21","0.21","","","","","",""
"3770000","","","","","","","-0.35","-0.35","-0.35","","","","0.12","0.12","0.12","","","","","",""
"3772000","","","","","","","-0.69","-0.69","-0.69","","","","-0.22","-0.22","-0.22","","","","","",""
"3774000","","","","","","","-0.62","-0.62","-0.62","","","","-0.38","-0.38","-0.38","","","","","",""
"3776000","","","","","","","-0.35","-0.35","-0.35","","","","-0.14","-0.14","-0.14","","","","","",""
"3778000","","","","","","","-0.29","-0.29","-0.29","","","","-0.12","-0.12","-0.12","","","","","",""
"3780000","","","","","","","-0.45","-0.45","-0.45","","","","0","0","0","","","","","",""
"3782000","","","","","","","-0.21","-0.21","-0.21","","","","0.31","0.31","0.31","","","","","",""
"3784000","","","","","","","-0.12","-0.12","-0.12","","","","0.35","0.35","0.35","","","","","",""
"3786000","","","","","","","-0.46","-0.46","-0.46","","","","0.62","0.62","0.62","","","","","",""
"3788000","","","","","","","-0.42","-0.42","-0.42","","","","0.29","0.29","0.29","","","","","",""
"3790000","","","","","","","0.15","0.15","0.15","","","","-0.29","-0.29","-0.29","","","","","",""
"3792000","","","","","","","-0.59","-0.59","-0.59","","","","-0.14","-0.14","-0.14","","","","","",""
"3794000","","","","","","","-0.96","-0.96","-0.96","","","","-0.4","-0.4","-0.4","","","","","",""
"3796000","","","","","","","-0.41","-0.41","-0.41","","","","0.38","0.38","0.38","","","","","",""
"3798000","","","","","","","-0.79","-0.79","-0.79","","","","-0.33","-0.33","-0.33","","","","","",""
"3800000","","","","","","","-0.38","-0.38","-0.38","","","","0.05","0.05","0.05","","","","","",""
"3802000","","","","","","","-0.06","-0.06","-0.06","","","","-0.03","-0.03","-0.03","","","","","",""
"3804000","","","","","","","-0.28","-0.28","-0.28","","","","-0.08","-0.08","-0.08","","","","","",""
"3806000","","","","","","","-0.69","-0.69","-0.69","","","","0.2","0.2","0.2","","","","","",""
"3808000","","","","","","","-0.33","-0.33","-0.33","","","","-0.04","-0.04","-0.04","","","","","",""
"3810000","","","","","","","-0.18","-0.18","-0.18","","","","0.04","0.04","0.04","","","","","",""
"3812000","","","","","","","-0.62","-0.62","-0.62","","","","-0.05","-0.05","-0.05","","","","","",""
"3814000","","","","","","","-0.78","-0.78","-0.78","","","","-0.19","-0.19","-0.19","","","","","",""
"3816000","","","","","","","-0.29","-0.29","-0.29","","","","-0.2","-0.2","-0.2","","","","","",""
"3818000","","","","","","","-0.3","-0.3","-0.3","","","","-0.56","-0.56","-0.56","","","","","",""
"3820000","","","","","","","-0.57","-0.57","-0.57","","","","-0.42","-0.42","-0.42","","","","","",""
"3822000","","","","","","","-0.71","-0.71","-0.71","","","","0.7","0.7","0.7","","","","","",""
"3824000","","","","","","","-0.58","-0.58","-0.58","","","","0.75","0.75","0.75","","","","","",""
"3826000","","","","","","","-0.25","-0.25","-0.25","","","","1.19","1.19","1.19","","","","","",""
"3828000","","","","","","","-0.25","-0.25","-0.25","","","","-0.31","-0.31","-0.31","","","","","",""
"3830000","","","","","","","-0.25","-0.25","-0.25","","","","-0.33","-0.33","-0.33","","","","","",""
"3832000","","","","","","","-0.46","-0.46","-0.46","","","","0.4","0.4","0.4","","","","","",""
"3834000","","","","","","","-0.5","-0.5","-0.5","","","","0.5","0.5","0.5","","","","","",""
"3836000","","","","","","","-0.05","-0.05","-0.05","","","","0","0","0","","","","","",""
"3838000","","","","","","","-0.68","-0.68","-0.68","","","","0.15","0.15","0.15","","","","","",""
"3840000","","","","","","","-0.35","-0.35","-0.35","","","","0.75","0.75","0.75","","","","","",""
"3842000","","","","","","","-0.25","-0.25","-0.25","","","","0.29","0.29","0.29","","","","","",""
"3844000","","","","","","","-0.25","-0.25","-0.25","","","","-0.08","-0.08","-0.08","","","","","",""
"3846000","","","","","","","-0.75","-0.75","-0.75","","","","-0.04","-0.04","-0.04","","","","","",""
"3848000","","","","","","","-0.25","-0.25","-0.25","","","","-0.25","-0.25","-0.25","","","","","",""
"3850000","","","","","","","-0.64","-0.64","-0.64","","","","0.38","0.38","0.38","","","","","",""
"3852000","","","","","","","-0.35","-0.35","-0.35","","","","-0.04","-0.04","-0.04","","","","","",""
"3854000","","","","","","","-0.21","-0.21","-0.21","","","","-0.17","-0.17","-0.17","","","","","",""
"3856000","","","","","","","-0.06","-0.06","-0.06","","","","-0.1","-0.1","-0.1","","","","","",""
"3858000","","","","","","","-0.72","-0.72","-0.72","","","","0.25","0.25","0.25","","","","","",""
"3860000","","","","","","","-0.38","-0.38","-0.38","","","","0.12","0.12","0.12","","","","","",""
"3862000","","","","","","","0.1","0.1","0.1","","","","-0.2","-0.2","-0.2","","","","","",""
"3864000","","","","","","","-0.61","-0.61","-0.61","","","","-0.14","-0.14","-0.14","","","","","",""
"3866000","","","","","","","-0.06","-0.06","-0.06","","","","-0.62","-0.62","-0.62","","","","","",""
"3868000","","","","","","","-0.21","-0.21","-0.21","","","","0.04","0.04","0.04","","","","","",""
"3870000","","","","","","","-0.55","-0.55","-0.55","","","","0.25","0.25","0.25","","","","","",""
"3872000","","","","","","","-0.75","-0.75","-0.75","","","","0.25","0.25","0.25","","","","","",""
"3874000","","","","","","","-0.58","-0.58","-0.58","","","","0.25","0.25","0.25","","","","","",""
"3876000","","","","","","","-0.5","-0.5","-0.5","","","","-0.14","-0.14","-0.14","","","","","",""
"3878000","","","","","","","-0.38","-0.38","-0.38","","","","0.35","0.35","0.35","","","","","",""
"3880000","","","","","","","-0.19","-0.19","-0.19","","","","0.04","0.04","0.04","","","","","",""
"3882000","","","","","","","-0.39","-0.39","-0.39","","","","1.38","1.38","1.38","","","","","",""
"3884000","","","","","","","-0.62","-0.62","-0.62","","","","0.38","0.38","0.38","","","","","",""
"3886000","","","","","","","-0.5","-0.5","-0.5","","","","-0.1","-0.1","-0.1","","","","","",""
"3888000","","","","","","","-0.42","-0.42","-0.42","","","","0.65","0.65","0.65","","","","","",""
"3890000","","","","","","","-0.46","-0.46","-0.46","","","","-0.28","-0.28","-0.28","","","","","",""
"3892000","","","","","","","-0.33","-0.33","-0.33","","","","-0.54","-0.54","-0.54","","","","","",""
"3894000","","","","","","","-0.25","-0.25","-0.25","","","","0","0","0","","","","","",""
"3896000","","","","","","","-0.75","-0.75","-0.75","","","","0.42","0.42","0.42","","","","","",""
"3898000","","","","","","","0.1","0.1","0.1","","","","0","0","0","","","","","",""
"3900000","","","","","","","0.38","0.38","0.38","","","","0.15","0.15","0.15","","","","","",""
"3902000","","","","","","","-0.65","-0.65","-0.65","","","","0.81","0.81","0.81","","","","","",""
"3904000","","","","","","","-0.53","-0.53","-0.53","","","","-0.29","-0.29","-0.29","","","","","",""
"3906000","","","","","","","-0.42","-0.42","-0.42","","","","0.04","0.04","0.04","","","","","",""
"3908000","","","","","","","-0.65","-0.65","-0.65","","","","-0.25","-0.25","-0.25","","","","","",""
"3910000","","","","","","","-0.35","-0.35","-0.35","","","","0.8","0.8","0.8","","","","","",""
"3912000","","","","","","","-0.93","-0.93","-0.93","","","","-0.29","-0.29","-0.29","","","","","",""
"3914000","","","","","","","-0.88","-0.88","-0.88","","","","-0.25","-0.25","-0.25","","","","","",""
"3916000","","","","","","","-0.56","-0.56","-0.56","","","","-0.12","-0.12","-0.12","","","","","",""
"3918000","","","","","","","-0.57","-0.57","-0.57","","","","0.55","0.55","0.55","","","","","",""
"3920000","","","","","","","-0.35","-0.35","-0.35","","","","0.65","0.65","0.65","","","","","",""
"3922000","","","","","","","-0.46","-0.46","-0.46","","","","0.17","0.17","0.17","","","","","",""
"3924000","","","","","","","-0.38","-0.38","-0.38","","","","0.35","0.35","0.35","","","","","",""
"3926000","","","","","","","-0.35","-0.35","-0.35","","","","-0.22","-0.22","-0.22","","","","","",""
"3928000","","","","","","","-0.79","-0.79","-0.79","","","","-0.04","-0.04","-0.04","","","","","",""
"3930000","","","","","","","-0.19","-0.19","-0.19","","","","-0.17","-0.17","-0.17","","","","","",""
"3932000","","","","","","","-0.2","-0.2","-0.2","","","","0.44","0.44","0.44","","","","","",""
"3934000","","","","","","","-0.54","-0.54","-0.54","","","","0.33","0.33","0.33","","","","","",""
"3936000","","","","","","","-0.46","-0.46","-0.46","","","","-0.25","-0.25","-0.25","","","","","",""
"3938000","","","","","","","-0.25","-0.25","-0.25","","","","-0.35","-0.35","-0.35","","","","","",""
"3940000","","","","","","","-0.6","-0.6","-0.6","","","","0.05","0.05","0.05","","","","","",""
"3942000","","","","","","","-0.1","-0.1","-0.1","","","","0.25","0.25","0.25","","","","","",""
"3944000","","","","","","","-0.46","-0.46","-0.46","","","","-0.45","-0.45","-0.45","","","","","",""
"3946000","","","","","","","-0.61","-0.61","-0.61","","","","1.25","1.25","1.25","","","","","",""
"3948000","","","","","","","-0.69","-0.69","-0.69","","","","-0.05","-0.05","-0.05","","","","","",""
"3950000","","","","","","","-0.39","-0.39","-0.39","","","","0.4","0.4","0.4","","","","","",""
"3952000","","","","","","","-0.47","-0.47","-0.47","","","","-0.21","-0.21","-0.21","","","","","",""
"3954000","","","","","","","-0.46","-0.46","-0.46","","","","0.45","0.45","0.45","","","","","",""
"3956000","","","","","","","-0.8","-0.8","-0.8","","","","-0.28","-0.28","-0.28","","","","","",""
"3958000","","","","","","","-0.62","-0.62","-0.62","","","","0.15","0.15","0.15","","","","","",""
"3960000","","","","","","","-0.54","-0.54","-0.54","","","","-0.08","-0.08","-0.08","","","","","",""
"3962000","","","","","","","-0.33","-0.33","-0.33","","","","-0.44","-0.44","-0.44","","","","","",""
"3964000","","","","","","","-0.12","-0.12","-0.12","","","","-0.11","-0.11","-0.11","","","","","",""
"3966000","","","","","","","-0.61","-0.61","-0.61","","","","0.3","0.3","0.3","","","","","",""
"3968000","","","","","","","-0.62","-0.62","-0.62","","","","-0.29","-0.29","-0.29","","","","","",""
"3970000","","","","","","","0.1","0.1","0.1","","","","-0.25","-0.25","-0.25","","","","","",""
"3972000","","","","","","","-0.15","-0.15","-0.15","","","","0.3","0.3","0.3","","","","","",""
"3974000","","","","","","","-0.12","-0.12","-0.12","","","","0.05","0.05","0.05","","","","","",""
"3976000","","","","","","","-0.46","-0.46","-0.46","","","","0","0","0","","","","","",""
"3978000","","","","","","","-0.18","-0.18","-0.18","","","","-0.35","-0.35","-0.35","","","","","",""
"3980000","","","","","","","-0.35","-0.35","-0.35","","","","0.65","0.65","0.65","","","","","",""
"3982000","","","","","","","-0.3","-0.3","-0.3","","","","0.75","0.75","0.75","","","","","",""
"3984000","","","","","","","-0.54","-0.54","-0.54","","","","0.1","0.1","0.1","","","","","",""
"3986000","","","","","","","-0.62","-0.62","-0.62","","","","-0.29","-0.29","-0.29","","","","","",""
"3988000","","","","","","","-0.12","-0.12","-0.12","","","","-0.75","-0.75","-0.75","","","","","",""
"3990000","","","","","","","-0.38","-0.38","-0.38","","","","-0.12","-0.12","-0.12","","","","","",""
"3992000","","","","","","","-0.68","-0.68","-0.68","","","","-0.12","-0.12","-0.12","","","","","",""
"3994000","","","","","","","-0.17","-0.17","-0.17","","","","-0.25","-0.25","-0.25","","","","","",""
"3996000","","","","","","","-0.61","-0.61","-0.61","","","","0","0","0","","","","","",""
"3998000","","","","","","","0.12","0.12","0.12","","","","-0.1","-0.1","-0.1","","","","","",""
"4000000","","","","","","","-0.43","-0.43","-0.43","","","","0.4","0.4","0.4","","","","","",""
"4002000","","","","","","","-0.35","-0.35","-0.35","","","","-0.43","-0.43","-0.43","","","","","",""
"4004000","","","","","","","-0.53","-0.53","-0.53","","","","0.12","0.12","0.12","","","","","",""
"4006000","","","","","","","0.5","0.5","0.5","","","","-0.1","-0.1","-0.1","","","","","",""
"4008000","","","","","","","-0.62","-0.62","-0.62","","","","0.38","0.38","0.38","","","","","",""
"4010000","","","","","","","0.05","0.05","0.05","","","","0","0","0","","","","","",""
"4012000","","","","","","","-0.59","-0.59","-0.59","","","","-0.05","-0.05","-0.05","","","","","",""
"4014000","","","","","","","-0.5","-0.5","-0.5","","","","0.4","0.4","0.4","","","","","",""
"4016000","","","","","","","-0.08","-0.08","-0.08","","","","-0.08","-0.08","-0.08","","","","","",""
"4018000","","","","","","","-0.46","-0.46","-0.46","","","","0.35","0.35","0.35","","","","","",""
"4020000","","","","","","","-0.62","-0.62","-0.62","","","","-0.31","-0.31","-0.31","","","","","",""
"4022000","","","","","","","-0.3","-0.3","-0.3","","","","0.04","0.04","0.04","","","","","",""
"4024000","","","","","","","-0.92","-0.92","-0.92","","","","-0.47","-0.47","-0.47","","","","","",""
"4026000","","","","","","","-0.32","-0.32","-0.32","","","","-0.54","-0.54","-0.54","","","","","",""
"4028000","","","","","","","0.1","0.1","0.1","","","","0.07","0.07","0.07","","","","","",""
"4030000","","","","","","","-0.5","-0.5","-0.5","","","","0.25","0.25","0.25","","","","","",""
"4032000","","","","","","","-0.29","-0.29","-0.29","","","","-0.15","-0.15","-0.15","","","","","",""
"4034000","","","","","","","-0.78","-0.78","-0.78","","","","0.15","0.15","0.15","","","","","",""
"4036000","","","","","","","-0.54","-0.54","-0.54","","","","-0.1","-0.1","-0.1","","","","","",""
"4038000","","","","","","","-0.42","-0.42","-0.42","","","","0.43","0.43","0.43","","","","","",""
"4040000","","","","","","","0","0","0","","","","-0.16","-0.16","-0.16","","","","","",""
"4042000","","","","","","","-0.67","-0.67","-0.67","","","","0.09","0.09","0.09","","","","","",""
"4044000","","","","","","","-0.3","-0.3","-0.3","","","","-0.17","-0.17","-0.17","","","","","",""
"4046000","","","","","","","-0.21","-0.21","-0.21","","","","0.29","0.29","0.29","","","","","",""
"4048000","","","","","","","-0.46","-0.46","-0.46","","","","-0.08","-0.08","-0.08","","","","","",""
"4050000","","","","","","","-0.35","-0.35","-0.35","","","","0","0","0","","","","","",""
"4052000","","","","","","","-0.5","-0.5","-0.5","","","","-0.04","-0.04","-0.04","","","","","",""
"4054000","","","","","","","-0.46","-0.46","-0.46","","","","0.28","0.28","0.28","","","","","",""
"4056000","","","","","","","-0.25","-0.25","-0.25","","","","0","0","0","","","","","",""
"4058000","","","","","","","-0.3","-0.3","-0.3","","","","-0.41","-0.41","-0.41","","","","","",""
"4060000","","","","","","","-0.57","-0.57","-0.57","","","","0.85","0.85","0.85","","","","","",""
"4062000","","","","","","","-0.17","-0.17","-0.17","","","","-0.45","-0.45","-0.45","","","","","",""
"4064000","","","","","","","-0.45","-0.45","-0.45","","","","-0.16","-0.16","-0.16","","","","","",""
"4066000","","","","","","","0.19","0.19","0.19","","","","-0.03","-0.03","-0.03","","","","","",""
"4068000","","","","","","","-0.61","-0.61","-0.61","","","","0.35","0.35","0.35","","","","","",""
"4070000","","","","","","","-0.11","-0.11","-0.11","","","","-0.21","-0.21","-0.21","","","","","",""
"4072000","","","","","","","-0.12","-0.12","-0.12","","","","0","0","0","","","","","",""
"4074000","","","","","","","-0.38","-0.38","-0.38","","","","0.55","0.55","0.55","","","","","",""
"4076000","","","","","","","-0.05","-0.05","-0.05","","","","-0.08","-0.08","-0.08","","","","","",""
"4078000","","","","","","","-0.58","-0.58","-0.58","","","","0.69","0.69","0.69","","","","","",""
"4080000","","","","","","","0.12","0.12","0.12","","","","-0.08","-0.08","-0.08","","","","","",""
"4082000","","","","","","","-0.54","-0.54","-0.54","","","","0.38","0.38","0.38","","","","","",""
