"Step","phirho1 - reward","phirho1 - reward__MIN","phirho1 - reward__MAX","rho-8 - reward","rho-8 - reward__MIN","rho-8 - reward__MAX","rhophi8 - reward","rhophi8 - reward__MIN","rhophi8 - reward__MAX","rhophi10 - reward","rhophi10 - reward__MIN","rhophi10 - reward__MAX","phi10 - reward","phi10 - reward__MIN","phi10 - reward__MAX","Threefish-phi1 - reward","Threefish-phi1 - reward__MIN","Threefish-phi1 - reward__MAX","Threefish-phi8 - reward","Threefish-phi8 - reward__MIN","Threefish-phi8 - reward__MAX"
"226000","-0.72","-0.72","-0.72","-0.83","-0.83","-0.83","-0.22","-0.22","-0.22","-0.56","-0.56","-0.56","-0.25","-0.25","-0.25","-0.94","-0.94","-0.94","0","0","0"
"228000","-0.85","-0.85","-0.85","-0.67","-0.67","-0.67","-0.44","-0.44","-0.44","-0.67","-0.67","-0.67","-0.43","-0.43","-0.43","-0.73","-0.73","-0.73","-0.18","-0.18","-0.18"
"230000","-0.25","-0.25","-0.25","-0.78","-0.78","-0.78","-0.25","-0.25","-0.25","-0.25","-0.25","-0.25","-0.18","-0.18","-0.18","-0.83","-0.83","-0.83","-0.28","-0.28","-0.28"
"232000","-0.66","-0.66","-0.66","-0.58","-0.58","-0.58","-0.88","-0.88","-0.88","0.1","0.1","0.1","0.31","0.31","0.31","-0.83","-0.83","-0.83","0.42","0.42","0.42"
"234000","-0.5","-0.5","-0.5","-0.25","-0.25","-0.25","-0.14","-0.14","-0.14","-0.5","-0.5","-0.5","0.4","0.4","0.4","-0.62","-0.62","-0.62","-0.12","-0.12","-0.12"
"236000","-0.75","-0.75","-0.75","-0.65","-0.65","-0.65","-0.28","-0.28","-0.28","-0.5","-0.5","-0.5","0","0","0","-0.66","-0.66","-0.66","0","0","0"
"238000","-0.77","-0.77","-0.77","-0.57","-0.57","-0.57","-0.5","-0.5","-0.5","-0.05","-0.05","-0.05","0.25","0.25","0.25","-0.77","-0.77","-0.77","0.29","0.29","0.29"
"240000","-0.42","-0.42","-0.42","-0.54","-0.54","-0.54","-0.45","-0.45","-0.45","-0.34","-0.34","-0.34","0","0","0","-0.93","-0.93","-0.93","0","0","0"
"242000","-0.2","-0.2","-0.2","-0.68","-0.68","-0.68","-0.28","-0.28","-0.28","-0.19","-0.19","-0.19","-0.19","-0.19","-0.19","-0.47","-0.47","-0.47","0.4","0.4","0.4"
"244000","-0.43","-0.43","-0.43","-0.83","-0.83","-0.83","-0.19","-0.19","-0.19","-0.38","-0.38","-0.38","-0.54","-0.54","-0.54","-0.71","-0.71","-0.71","0.08","0.08","0.08"
"246000","-0.5","-0.5","-0.5","-0.59","-0.59","-0.59","-0.43","-0.43","-0.43","-0.75","-0.75","-0.75","-0.29","-0.29","-0.29","-0.59","-0.59","-0.59","-0.06","-0.06","-0.06"
"248000","-0.77","-0.77","-0.77","-0.54","-0.54","-0.54","-0.1","-0.1","-0.1","-0.62","-0.62","-0.62","-0.2","-0.2","-0.2","-0.71","-0.71","-0.71","0.25","0.25","0.25"
"250000","-0.85","-0.85","-0.85","-0.59","-0.59","-0.59","-0.5","-0.5","-0.5","-0.88","-0.88","-0.88","-0.29","-0.29","-0.29","-0.87","-0.87","-0.87","-0.12","-0.12","-0.12"
"252000","-0.82","-0.82","-0.82","-0.3","-0.3","-0.3","-0.9","-0.9","-0.9","0.04","0.04","0.04","0","0","0","-0.7","-0.7","-0.7","0.6","0.6","0.6"
"254000","-0.65","-0.65","-0.65","-0.62","-0.62","-0.62","-0.53","-0.53","-0.53","-0.05","-0.05","-0.05","-0.05","-0.05","-0.05","-0.64","-0.64","-0.64","0.2","0.2","0.2"
"256000","-0.82","-0.82","-0.82","-0.66","-0.66","-0.66","-0.47","-0.47","-0.47","-0.69","-0.69","-0.69","-0.1","-0.1","-0.1","-0.55","-0.55","-0.55","-0.18","-0.18","-0.18"
"258000","-0.25","-0.25","-0.25","-0.83","-0.83","-0.83","-0.54","-0.54","-0.54","-0.75","-0.75","-0.75","-0.12","-0.12","-0.12","-0.79","-0.79","-0.79","0.18","0.18","0.18"
"260000","-0.72","-0.72","-0.72","-0.64","-0.64","-0.64","-0.28","-0.28","-0.28","-0.54","-0.54","-0.54","0.39","0.39","0.39","-0.88","-0.88","-0.88","-0.25","-0.25","-0.25"
"262000","-0.75","-0.75","-0.75","-0.88","-0.88","-0.88","-0.78","-0.78","-0.78","-0.3","-0.3","-0.3","0.2","0.2","0.2","-0.42","-0.42","-0.42","0.07","0.07","0.07"
"264000","-0.71","-0.71","-0.71","-0.67","-0.67","-0.67","-0.67","-0.67","-0.67","-0.75","-0.75","-0.75","0.21","0.21","0.21","-0.95","-0.95","-0.95","0.03","0.03","0.03"
"266000","-0.67","-0.67","-0.67","-0.78","-0.78","-0.78","-0.41","-0.41","-0.41","-0.5","-0.5","-0.5","-0.11","-0.11","-0.11","-0.4","-0.4","-0.4","-0.05","-0.05","-0.05"
"268000","-0.64","-0.64","-0.64","-0.78","-0.78","-0.78","0.05","0.05","0.05","-0.25","-0.25","-0.25","0.04","0.04","0.04","-0.85","-0.85","-0.85","0.12","0.12","0.12"
"270000","-0.53","-0.53","-0.53","-0.73","-0.73","-0.73","-0.38","-0.38","-0.38","-0.1","-0.1","-0.1","-0.17","-0.17","-0.17","-0.83","-0.83","-0.83","-0.07","-0.07","-0.07"
"272000","-0.35","-0.35","-0.35","-0.64","-0.64","-0.64","-0.68","-0.68","-0.68","-0.21","-0.21","-0.21","0.15","0.15","0.15","-0.7","-0.7","-0.7","0.42","0.42","0.42"
"274000","-0.5","-0.5","-0.5","-0.1","-0.1","-0.1","-0.79","-0.79","-0.79","-0.39","-0.39","-0.39","-0.08","-0.08","-0.08","-0.86","-0.86","-0.86","1.56","1.56","1.56"
"276000","-0.84","-0.84","-0.84","-0.57","-0.57","-0.57","0","0","0","-0.21","-0.21","-0.21","-0.18","-0.18","-0.18","-0.64","-0.64","-0.64","-0.14","-0.14","-0.14"
"278000","-0.56","-0.56","-0.56","-0.64","-0.64","-0.64","-0.44","-0.44","-0.44","-0.47","-0.47","-0.47","-0.25","-0.25","-0.25","-0.88","-0.88","-0.88","-0.04","-0.04","-0.04"
"280000","-0.2","-0.2","-0.2","-0.57","-0.57","-0.57","-0.58","-0.58","-0.58","-0.55","-0.55","-0.55","-0.58","-0.58","-0.58","-0.84","-0.84","-0.84","-0.28","-0.28","-0.28"
"282000","-0.25","-0.25","-0.25","-0.61","-0.61","-0.61","-0.7","-0.7","-0.7","-0.5","-0.5","-0.5","-0.15","-0.15","-0.15","-0.75","-0.75","-0.75","0.15","0.15","0.15"
"284000","-0.75","-0.75","-0.75","-0.47","-0.47","-0.47","-0.55","-0.55","-0.55","-0.12","-0.12","-0.12","-0.35","-0.35","-0.35","-0.79","-0.79","-0.79","0.38","0.38","0.38"
"286000","-0.75","-0.75","-0.75","-0.4","-0.4","-0.4","-0.21","-0.21","-0.21","-0.38","-0.38","-0.38","-0.5","-0.5","-0.5","-0.64","-0.64","-0.64","-0.04","-0.04","-0.04"
"288000","-0.5","-0.5","-0.5","-0.72","-0.72","-0.72","-0.5","-0.5","-0.5","-0.25","-0.25","-0.25","0.44","0.44","0.44","-0.69","-0.69","-0.69","0.14","0.14","0.14"
"290000","-0.38","-0.38","-0.38","-0.62","-0.62","-0.62","-0.58","-0.58","-0.58","-0.38","-0.38","-0.38","0.08","0.08","0.08","-0.72","-0.72","-0.72","0.33","0.33","0.33"
"292000","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.53","-0.53","-0.53","-0.29","-0.29","-0.29","-0.44","-0.44","-0.44","-0.82","-0.82","-0.82","-0.18","-0.18","-0.18"
"294000","-0.62","-0.62","-0.62","0.25","0.25","0.25","-0.2","-0.2","-0.2","-0.57","-0.57","-0.57","-0.42","-0.42","-0.42","-0.72","-0.72","-0.72","0.15","0.15","0.15"
"296000","-0.42","-0.42","-0.42","-0.72","-0.72","-0.72","-0.29","-0.29","-0.29","-0.47","-0.47","-0.47","-0.31","-0.31","-0.31","-0.79","-0.79","-0.79","-0.11","-0.11","-0.11"
"298000","-0.61","-0.61","-0.61","-0.54","-0.54","-0.54","-0.5","-0.5","-0.5","-0.75","-0.75","-0.75","0.31","0.31","0.31","-0.77","-0.77","-0.77","-0.25","-0.25","-0.25"
"300000","-0.78","-0.78","-0.78","-0.67","-0.67","-0.67","-0.45","-0.45","-0.45","-0.67","-0.67","-0.67","0.08","0.08","0.08","-0.81","-0.81","-0.81","0.45","0.45","0.45"
"302000","-0.56","-0.56","-0.56","-0.53","-0.53","-0.53","-0.5","-0.5","-0.5","-0.54","-0.54","-0.54","-0.32","-0.32","-0.32","-0.47","-0.47","-0.47","-0.16","-0.16","-0.16"
"304000","-0.43","-0.43","-0.43","-0.66","-0.66","-0.66","-0.36","-0.36","-0.36","-0.28","-0.28","-0.28","0.56","0.56","0.56","-0.7","-0.7","-0.7","-0.47","-0.47","-0.47"
"306000","-0.88","-0.88","-0.88","-0.4","-0.4","-0.4","-0.57","-0.57","-0.57","-0.32","-0.32","-0.32","0.06","0.06","0.06","-0.72","-0.72","-0.72","0.65","0.65","0.65"
"308000","-0.72","-0.72","-0.72","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.59","-0.59","-0.59","0","0","0","-0.64","-0.64","-0.64","-0.25","-0.25","-0.25"
"310000","0.06","0.06","0.06","-0.15","-0.15","-0.15","-0.28","-0.28","-0.28","-0.08","-0.08","-0.08","0.55","0.55","0.55","-0.75","-0.75","-0.75","-0.25","-0.25","-0.25"
"312000","-0.34","-0.34","-0.34","-0.58","-0.58","-0.58","-0.34","-0.34","-0.34","-0.7","-0.7","-0.7","0.15","0.15","0.15","-0.93","-0.93","-0.93","0.25","0.25","0.25"
"314000","-0.47","-0.47","-0.47","-0.82","-0.82","-0.82","-0.31","-0.31","-0.31","-0.36","-0.36","-0.36","-0.29","-0.29","-0.29","-0.9","-0.9","-0.9","0.21","0.21","0.21"
"316000","-0.42","-0.42","-0.42","-0.71","-0.71","-0.71","-0.75","-0.75","-0.75","-0.71","-0.71","-0.71","-0.41","-0.41","-0.41","-0.53","-0.53","-0.53","0","0","0"
"318000","-0.5","-0.5","-0.5","-0.68","-0.68","-0.68","-0.64","-0.64","-0.64","-0.42","-0.42","-0.42","-0.32","-0.32","-0.32","-0.75","-0.75","-0.75","-0.25","-0.25","-0.25"
"320000","-0.75","-0.75","-0.75","-0.1","-0.1","-0.1","-0.67","-0.67","-0.67","-0.64","-0.64","-0.64","-0.17","-0.17","-0.17","-0.62","-0.62","-0.62","-0.15","-0.15","-0.15"
"322000","-0.69","-0.69","-0.69","-0.55","-0.55","-0.55","-0.17","-0.17","-0.17","-0.58","-0.58","-0.58","-0.29","-0.29","-0.29","-0.93","-0.93","-0.93","0.44","0.44","0.44"
"324000","-0.5","-0.5","-0.5","-0.68","-0.68","-0.68","0.2","0.2","0.2","-0.54","-0.54","-0.54","-0.18","-0.18","-0.18","-0.57","-0.57","-0.57","0.62","0.62","0.62"
"326000","-0.21","-0.21","-0.21","-0.42","-0.42","-0.42","-0.39","-0.39","-0.39","-0.29","-0.29","-0.29","-0.25","-0.25","-0.25","-0.36","-0.36","-0.36","0.14","0.14","0.14"
"328000","-0.94","-0.94","-0.94","-0.68","-0.68","-0.68","-0.56","-0.56","-0.56","-0.46","-0.46","-0.46","0.1","0.1","0.1","-0.69","-0.69","-0.69","-0.34","-0.34","-0.34"
"330000","-0.46","-0.46","-0.46","-0.82","-0.82","-0.82","-0.25","-0.25","-0.25","-0.77","-0.77","-0.77","0","0","0","-0.64","-0.64","-0.64","0.07","0.07","0.07"
"332000","-0.57","-0.57","-0.57","-0.58","-0.58","-0.58","-0.56","-0.56","-0.56","0.05","0.05","0.05","-0.36","-0.36","-0.36","-0.7","-0.7","-0.7","-0.14","-0.14","-0.14"
"334000","-0.45","-0.45","-0.45","-0.6","-0.6","-0.6","-0.69","-0.69","-0.69","-0.4","-0.4","-0.4","0.12","0.12","0.12","-0.89","-0.89","-0.89","-0.11","-0.11","-0.11"
"336000","-0.94","-0.94","-0.94","-0.5","-0.5","-0.5","-0.61","-0.61","-0.61","-0.42","-0.42","-0.42","0.44","0.44","0.44","-0.56","-0.56","-0.56","0.5","0.5","0.5"
"338000","-0.5","-0.5","-0.5","-0.47","-0.47","-0.47","-0.35","-0.35","-0.35","-0.16","-0.16","-0.16","-0.3","-0.3","-0.3","-0.85","-0.85","-0.85","0.21","0.21","0.21"
"340000","-0.67","-0.67","-0.67","-0.21","-0.21","-0.21","0.12","0.12","0.12","-0.36","-0.36","-0.36","0.56","0.56","0.56","-0.9","-0.9","-0.9","0.18","0.18","0.18"
"342000","-0.7","-0.7","-0.7","-0.64","-0.64","-0.64","-0.4","-0.4","-0.4","-0.62","-0.62","-0.62","0.25","0.25","0.25","-0.81","-0.81","-0.81","-0.06","-0.06","-0.06"
"344000","-0.41","-0.41","-0.41","-0.86","-0.86","-0.86","-0.2","-0.2","-0.2","-0.25","-0.25","-0.25","-0.08","-0.08","-0.08","-0.72","-0.72","-0.72","-0.09","-0.09","-0.09"
"346000","-0.6","-0.6","-0.6","-0.17","-0.17","-0.17","-0.11","-0.11","-0.11","-0.28","-0.28","-0.28","0.45","0.45","0.45","-0.92","-0.92","-0.92","-0.42","-0.42","-0.42"
"348000","-0.38","-0.38","-0.38","-0.57","-0.57","-0.57","0.07","0.07","0.07","-0.42","-0.42","-0.42","0.3","0.3","0.3","-0.77","-0.77","-0.77","0.17","0.17","0.17"
"350000","-0.42","-0.42","-0.42","-0.33","-0.33","-0.33","-0.65","-0.65","-0.65","-0.42","-0.42","-0.42","-0.12","-0.12","-0.12","-0.88","-0.88","-0.88","0.14","0.14","0.14"
"352000","-0.84","-0.84","-0.84","-0.33","-0.33","-0.33","-0.53","-0.53","-0.53","-0.56","-0.56","-0.56","0.1","0.1","0.1","-0.81","-0.81","-0.81","-0.2","-0.2","-0.2"
"354000","-0.29","-0.29","-0.29","-0.72","-0.72","-0.72","-0.29","-0.29","-0.29","-0.15","-0.15","-0.15","-0.25","-0.25","-0.25","-0.82","-0.82","-0.82","0.68","0.68","0.68"
"356000","-0.64","-0.64","-0.64","-0.61","-0.61","-0.61","-0.46","-0.46","-0.46","-0.25","-0.25","-0.25","0.5","0.5","0.5","-0.73","-0.73","-0.73","0.38","0.38","0.38"
"358000","-0.61","-0.61","-0.61","-0.59","-0.59","-0.59","0.2","0.2","0.2","-0.71","-0.71","-0.71","0.44","0.44","0.44","-0.77","-0.77","-0.77","0.25","0.25","0.25"
"360000","-0.33","-0.33","-0.33","-0.25","-0.25","-0.25","-0.5","-0.5","-0.5","0.5","0.5","0.5","0.88","0.88","0.88","-0.61","-0.61","-0.61","0.38","0.38","0.38"
"362000","-0.78","-0.78","-0.78","-0.65","-0.65","-0.65","-0.32","-0.32","-0.32","0","0","0","-0.32","-0.32","-0.32","-0.78","-0.78","-0.78","0.12","0.12","0.12"
"364000","-0.38","-0.38","-0.38","-0.21","-0.21","-0.21","-0.4","-0.4","-0.4","-0.78","-0.78","-0.78","0.56","0.56","0.56","-0.79","-0.79","-0.79","-0.06","-0.06","-0.06"
"366000","-0.29","-0.29","-0.29","-0.43","-0.43","-0.43","-0.08","-0.08","-0.08","-0.25","-0.25","-0.25","0.56","0.56","0.56","-0.8","-0.8","-0.8","-0.5","-0.5","-0.5"
"368000","-0.25","-0.25","-0.25","-0.31","-0.31","-0.31","0","0","0","-0.67","-0.67","-0.67","-0.1","-0.1","-0.1","-0.29","-0.29","-0.29","-0.18","-0.18","-0.18"
"370000","-0.64","-0.64","-0.64","-0.72","-0.72","-0.72","0","0","0","-0.59","-0.59","-0.59","0.4","0.4","0.4","-0.72","-0.72","-0.72","0.04","0.04","0.04"
"372000","-0.75","-0.75","-0.75","-0.54","-0.54","-0.54","-0.42","-0.42","-0.42","-0.28","-0.28","-0.28","0.2","0.2","0.2","-0.77","-0.77","-0.77","0.19","0.19","0.19"
"374000","-0.57","-0.57","-0.57","-0.81","-0.81","-0.81","-0.55","-0.55","-0.55","-0.61","-0.61","-0.61","-0.11","-0.11","-0.11","-0.43","-0.43","-0.43","-0.07","-0.07","-0.07"
"376000","-0.43","-0.43","-0.43","-0.97","-0.97","-0.97","-0.58","-0.58","-0.58","-0.25","-0.25","-0.25","0.3","0.3","0.3","-0.79","-0.79","-0.79","0.07","0.07","0.07"
"378000","-0.46","-0.46","-0.46","-0.72","-0.72","-0.72","-0.55","-0.55","-0.55","-0.38","-0.38","-0.38","0.33","0.33","0.33","-0.72","-0.72","-0.72","-0.53","-0.53","-0.53"
"380000","-0.41","-0.41","-0.41","-0.21","-0.21","-0.21","-0.38","-0.38","-0.38","-0.19","-0.19","-0.19","0.42","0.42","0.42","-0.83","-0.83","-0.83","0.29","0.29","0.29"
"382000","-0.33","-0.33","-0.33","-0.2","-0.2","-0.2","-0.38","-0.38","-0.38","-0.08","-0.08","-0.08","0.8","0.8","0.8","-0.95","-0.95","-0.95","0.45","0.45","0.45"
"384000","-0.88","-0.88","-0.88","-0.46","-0.46","-0.46","-0.44","-0.44","-0.44","-0.67","-0.67","-0.67","-0.34","-0.34","-0.34","-0.88","-0.88","-0.88","-0.25","-0.25","-0.25"
"386000","-0.5","-0.5","-0.5","-0.82","-0.82","-0.82","-0.1","-0.1","-0.1","-0.47","-0.47","-0.47","0.44","0.44","0.44","-0.75","-0.75","-0.75","0","0","0"
"388000","-0.66","-0.66","-0.66","-0.54","-0.54","-0.54","-0.17","-0.17","-0.17","-0.43","-0.43","-0.43","0.21","0.21","0.21","-0.73","-0.73","-0.73","-0.12","-0.12","-0.12"
"390000","-0.61","-0.61","-0.61","-0.64","-0.64","-0.64","-0.25","-0.25","-0.25","-0.67","-0.67","-0.67","-0.39","-0.39","-0.39","-0.83","-0.83","-0.83","-0.39","-0.39","-0.39"
"392000","-0.54","-0.54","-0.54","-0.46","-0.46","-0.46","-0.07","-0.07","-0.07","-0.21","-0.21","-0.21","-0.08","-0.08","-0.08","-0.61","-0.61","-0.61","-0.32","-0.32","-0.32"
"394000","-0.58","-0.58","-0.58","-0.29","-0.29","-0.29","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","0.16","0.16","0.16","-0.81","-0.81","-0.81","-0.25","-0.25","-0.25"
"396000","-0.75","-0.75","-0.75","-0.57","-0.57","-0.57","-0.58","-0.58","-0.58","-0.6","-0.6","-0.6","0.08","0.08","0.08","-0.17","-0.17","-0.17","0.39","0.39","0.39"
"398000","-0.69","-0.69","-0.69","0.05","0.05","0.05","-0.18","-0.18","-0.18","-0.38","-0.38","-0.38","0.12","0.12","0.12","-0.67","-0.67","-0.67","0.33","0.33","0.33"
"400000","-0.59","-0.59","-0.59","-0.56","-0.56","-0.56","-0.54","-0.54","-0.54","-0.35","-0.35","-0.35","-0.33","-0.33","-0.33","-0.69","-0.69","-0.69","-0.21","-0.21","-0.21"
"402000","-0.78","-0.78","-0.78","-0.58","-0.58","-0.58","-0.43","-0.43","-0.43","-0.57","-0.57","-0.57","-0.21","-0.21","-0.21","-0.89","-0.89","-0.89","0.39","0.39","0.39"
"404000","-0.44","-0.44","-0.44","-0.5","-0.5","-0.5","-0.29","-0.29","-0.29","-0.54","-0.54","-0.54","-0.07","-0.07","-0.07","-0.58","-0.58","-0.58","0.5","0.5","0.5"
"406000","-0.25","-0.25","-0.25","-0.32","-0.32","-0.32","-0.65","-0.65","-0.65","-0.46","-0.46","-0.46","-0.34","-0.34","-0.34","-0.75","-0.75","-0.75","0.5","0.5","0.5"
"408000","-0.69","-0.69","-0.69","-0.82","-0.82","-0.82","-0.43","-0.43","-0.43","-0.68","-0.68","-0.68","-0.36","-0.36","-0.36","-0.62","-0.62","-0.62","0.5","0.5","0.5"
"410000","-0.15","-0.15","-0.15","-0.5","-0.5","-0.5","-0.38","-0.38","-0.38","-0.5","-0.5","-0.5","-0.56","-0.56","-0.56","-0.46","-0.46","-0.46","0.29","0.29","0.29"
"412000","-0.4","-0.4","-0.4","-0.2","-0.2","-0.2","-0.38","-0.38","-0.38","-0.83","-0.83","-0.83","0.35","0.35","0.35","-0.8","-0.8","-0.8","0.45","0.45","0.45"
"414000","-0.75","-0.75","-0.75","-0.5","-0.5","-0.5","-0.32","-0.32","-0.32","-0.67","-0.67","-0.67","0.55","0.55","0.55","-0.56","-0.56","-0.56","0.38","0.38","0.38"
"416000","-0.46","-0.46","-0.46","-0.5","-0.5","-0.5","-0.29","-0.29","-0.29","-0.29","-0.29","-0.29","0","0","0","-0.82","-0.82","-0.82","0.42","0.42","0.42"
"418000","-0.46","-0.46","-0.46","-0.4","-0.4","-0.4","-0.54","-0.54","-0.54","-0.21","-0.21","-0.21","-0.32","-0.32","-0.32","-0.7","-0.7","-0.7","-0.36","-0.36","-0.36"
"420000","-0.69","-0.69","-0.69","-0.78","-0.78","-0.78","-0.36","-0.36","-0.36","-0.78","-0.78","-0.78","-0.5","-0.5","-0.5","-0.72","-0.72","-0.72","-0.56","-0.56","-0.56"
"422000","-0.25","-0.25","-0.25","-0.33","-0.33","-0.33","-0.61","-0.61","-0.61","-0.65","-0.65","-0.65","0.3","0.3","0.3","-0.82","-0.82","-0.82","-0.21","-0.21","-0.21"
"424000","-0.67","-0.67","-0.67","-0.59","-0.59","-0.59","-0.5","-0.5","-0.5","-0.46","-0.46","-0.46","-0.19","-0.19","-0.19","-0.62","-0.62","-0.62","-0.59","-0.59","-0.59"
"426000","-0.17","-0.17","-0.17","-0.17","-0.17","-0.17","-0.21","-0.21","-0.21","-0.78","-0.78","-0.78","0.7","0.7","0.7","-0.89","-0.89","-0.89","0","0","0"
"428000","-0.86","-0.86","-0.86","-0.71","-0.71","-0.71","-0.7","-0.7","-0.7","-0.56","-0.56","-0.56","0.04","0.04","0.04","-0.62","-0.62","-0.62","-0.08","-0.08","-0.08"
"430000","-0.81","-0.81","-0.81","-0.4","-0.4","-0.4","-0.64","-0.64","-0.64","-0.45","-0.45","-0.45","-0.04","-0.04","-0.04","-0.93","-0.93","-0.93","-0.36","-0.36","-0.36"
"432000","-0.36","-0.36","-0.36","-0.05","-0.05","-0.05","-0.2","-0.2","-0.2","-0.43","-0.43","-0.43","-0.3","-0.3","-0.3","-0.72","-0.72","-0.72","-0.61","-0.61","-0.61"
"434000","-0.25","-0.25","-0.25","-0.53","-0.53","-0.53","-0.08","-0.08","-0.08","-0.69","-0.69","-0.69","-0.18","-0.18","-0.18","-0.34","-0.34","-0.34","-0.39","-0.39","-0.39"
"436000","-0.56","-0.56","-0.56","-0.5","-0.5","-0.5","-0.29","-0.29","-0.29","-0.54","-0.54","-0.54","-0.35","-0.35","-0.35","-0.66","-0.66","-0.66","-0.39","-0.39","-0.39"
"438000","-0.81","-0.81","-0.81","-0.61","-0.61","-0.61","-0.57","-0.57","-0.57","-0.6","-0.6","-0.6","0.05","0.05","0.05","-0.77","-0.77","-0.77","0.25","0.25","0.25"
"440000","-0.67","-0.67","-0.67","-0.65","-0.65","-0.65","-0.88","-0.88","-0.88","-0.68","-0.68","-0.68","0.62","0.62","0.62","-0.05","-0.05","-0.05","-0.29","-0.29","-0.29"
"442000","-0.88","-0.88","-0.88","-0.69","-0.69","-0.69","-0.5","-0.5","-0.5","-0.75","-0.75","-0.75","0.07","0.07","0.07","-0.58","-0.58","-0.58","0.19","0.19","0.19"
"444000","-0.97","-0.97","-0.97","-0.62","-0.62","-0.62","-0.54","-0.54","-0.54","-0.78","-0.78","-0.78","0.31","0.31","0.31","-0.69","-0.69","-0.69","-0.17","-0.17","-0.17"
"446000","-0.75","-0.75","-0.75","-0.38","-0.38","-0.38","-0.25","-0.25","-0.25","-0.57","-0.57","-0.57","0.56","0.56","0.56","-0.61","-0.61","-0.61","-0.08","-0.08","-0.08"
"448000","-0.79","-0.79","-0.79","-0.29","-0.29","-0.29","-0.6","-0.6","-0.6","-0.53","-0.53","-0.53","0.17","0.17","0.17","-0.64","-0.64","-0.64","0.12","0.12","0.12"
"450000","-0.95","-0.95","-0.95","-0.54","-0.54","-0.54","-0.32","-0.32","-0.32","-0.38","-0.38","-0.38","-0.07","-0.07","-0.07","-0.88","-0.88","-0.88","0.2","0.2","0.2"
"452000","-0.62","-0.62","-0.62","-0.2","-0.2","-0.2","-0.69","-0.69","-0.69","-0.17","-0.17","-0.17","0.05","0.05","0.05","-0.73","-0.73","-0.73","0.38","0.38","0.38"
"454000","-0.75","-0.75","-0.75","-0.54","-0.54","-0.54","-0.73","-0.73","-0.73","-0.39","-0.39","-0.39","-0.17","-0.17","-0.17","-0.4","-0.4","-0.4","0.08","0.08","0.08"
"456000","-0.41","-0.41","-0.41","-0.83","-0.83","-0.83","-0.75","-0.75","-0.75","-0.44","-0.44","-0.44","0.12","0.12","0.12","-0.82","-0.82","-0.82","-0.04","-0.04","-0.04"
"458000","0.25","0.25","0.25","-0.81","-0.81","-0.81","-0.57","-0.57","-0.57","-0.38","-0.38","-0.38","0.04","0.04","0.04","-0.5","-0.5","-0.5","-0.53","-0.53","-0.53"
"460000","-0.58","-0.58","-0.58","-0.2","-0.2","-0.2","-0.75","-0.75","-0.75","0.05","0.05","0.05","-0.19","-0.19","-0.19","-0.92","-0.92","-0.92","0.14","0.14","0.14"
"462000","-0.88","-0.88","-0.88","-0.61","-0.61","-0.61","-0.5","-0.5","-0.5","-0.71","-0.71","-0.71","-0.05","-0.05","-0.05","-0.75","-0.75","-0.75","-0.03","-0.03","-0.03"
"464000","-0.33","-0.33","-0.33","-0.54","-0.54","-0.54","-0.32","-0.32","-0.32","-0.6","-0.6","-0.6","0.38","0.38","0.38","-0.28","-0.28","-0.28","-0.04","-0.04","-0.04"
"466000","-0.29","-0.29","-0.29","-0.71","-0.71","-0.71","-0.56","-0.56","-0.56","-0.3","-0.3","-0.3","0.05","0.05","0.05","-0.88","-0.88","-0.88","0.83","0.83","0.83"
"468000","-0.3","-0.3","-0.3","0","0","0","-0.54","-0.54","-0.54","-0.55","-0.55","-0.55","0.4","0.4","0.4","-0.61","-0.61","-0.61","-0.11","-0.11","-0.11"
"470000","-0.64","-0.64","-0.64","-0.46","-0.46","-0.46","-0.22","-0.22","-0.22","-0.5","-0.5","-0.5","0.3","0.3","0.3","-0.75","-0.75","-0.75","0.38","0.38","0.38"
"472000","-0.75","-0.75","-0.75","-0.3","-0.3","-0.3","-0.53","-0.53","-0.53","-0.2","-0.2","-0.2","0.7","0.7","0.7","-0.5","-0.5","-0.5","0.04","0.04","0.04"
"474000","-0.19","-0.19","-0.19","-0.29","-0.29","-0.29","-0.25","-0.25","-0.25","-0.68","-0.68","-0.68","0.21","0.21","0.21","-0.82","-0.82","-0.82","0","0","0"
"476000","-0.21","-0.21","-0.21","-0.2","-0.2","-0.2","-0.66","-0.66","-0.66","-0.81","-0.81","-0.81","-0.17","-0.17","-0.17","-0.56","-0.56","-0.56","-0.08","-0.08","-0.08"
"478000","-0.46","-0.46","-0.46","-0.59","-0.59","-0.59","-0.61","-0.61","-0.61","-0.6","-0.6","-0.6","0.4","0.4","0.4","-0.17","-0.17","-0.17","-0.07","-0.07","-0.07"
"480000","-0.54","-0.54","-0.54","-0.84","-0.84","-0.84","-0.71","-0.71","-0.71","-0.25","-0.25","-0.25","0.3","0.3","0.3","-0.81","-0.81","-0.81","0","0","0"
"482000","-0.42","-0.42","-0.42","-0.44","-0.44","-0.44","-0.38","-0.38","-0.38","-0.33","-0.33","-0.33","0.19","0.19","0.19","-0.81","-0.81","-0.81","-0.03","-0.03","-0.03"
"484000","-0.67","-0.67","-0.67","-0.46","-0.46","-0.46","-0.29","-0.29","-0.29","-0.46","-0.46","-0.46","0.6","0.6","0.6","-0.89","-0.89","-0.89","0.38","0.38","0.38"
